# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Mega Q-Mart,Cauliflower,174,Surging,2026-06-19
Muntinlupa,Cauliflower,148,Stable,2026-06-19
Cebu Carbon,Cauliflower,140,Dipping,2026-06-19
Baguio Public,Cauliflower,176,Surging,2026-06-19
Davao Bankerohan,Cauliflower,168,Surging,2026-06-19
Iloilo Terminal,Cauliflower,173,Surging,2026-06-19
Balintawak,Lettuce (Romaine),109,Surging,2026-06-19
Divisoria,Lettuce (Romaine),107,Surging,2026-06-19
Mega Q-Mart,Lettuce (Romaine),117,Stable,2026-06-19
Muntinlupa,Lettuce (Romaine),112,Dipping,2026-06-19
Cebu Carbon,Lettuce (Romaine),135,Surging,2026-06-19
Baguio Public,Lettuce (Romaine),119,Stable,2026-06-19
Davao Bankerohan,Lettuce (Romaine),133,Surging,2026-06-19
Iloilo Terminal,Lettuce (Romaine),122,Stable,2026-06-19
Balintawak,Mango (Carabao),98,Dipping,2026-06-19
Divisoria,Mango (Carabao),119,Surging,2026-06-19
Mega Q-Mart,Mango (Carabao),138,Rising,2026-06-19
Muntinlupa,Mango (Carabao),122,Dipping,2026-06-19
Cebu Carbon,Mango (Carabao),138,Rising,2026-06-19
Baguio Public,Mango (Carabao),137,Rising,2026-06-19
Davao Bankerohan,Mango (Carabao),143,Surging,2026-06-19
Iloilo Terminal,Mango (Carabao),123,Dipping,2026-06-19
Balintawak,Rice (Well Milled),48,Rising,2026-06-19
Divisoria,Rice (Well Milled),44,Dipping,2026-06-19
Mega Q-Mart,Rice (Well Milled),64,Surging,2026-06-19
Muntinlupa,Rice (Well Milled),60,Rising,2026-06-19
Cebu Carbon,Rice (Well Milled),53,Dipping,2026-06-19
Baguio Public,Rice (Well Milled),54,Stable,2026-06-19
Davao Bankerohan,Rice (Well Milled),59,Rising,2026-06-19
Iloilo Terminal,Rice (Well Milled),57,Stable,2026-06-19
Balintawak,Eggplant,61,Surging,2026-06-19
Divisoria,Eggplant,57,Rising,2026-06-19
Mega Q-Mart,Eggplant,65,Stable,2026-06-19
Muntinlupa,Eggplant,75,Surging,2026-06-19
Cebu Carbon,Eggplant,60,Dipping,2026-06-19
Baguio Public,Eggplant,74,Surging,2026-06-19
Davao Bankerohan,Eggplant,74,Surging,2026-06-19
Iloilo Terminal,Eggplant,65,Stable,2026-06-19
Balintawak,Squash,37,Rising,2026-06-19
Divisoria,Squash,39,Surging,2026-06-19
Mega Q-Mart,Squash,39,Dipping,2026-06-19
Muntinlupa,Squash,40,Dipping,2026-06-19
Cebu Carbon,Squash,45,Rising,2026-06-19
Baguio Public,Squash,40,Dipping,2026-06-19
Davao Bankerohan,Squash,47,Rising,2026-06-19
Iloilo Terminal,Squash,45,Rising,2026-06-19
Balintawak,Ampalaya,61,Dipping,2026-06-19
Divisoria,Ampalaya,70,Rising,2026-06-19
Mega Q-Mart,Ampalaya,90,Surging,2026-06-19
Muntinlupa,Ampalaya,87,Rising,2026-06-19
Cebu Carbon,Ampalaya,81,Stable,2026-06-19
Baguio Public,Ampalaya,80,Stable,2026-06-19
Davao Bankerohan,Ampalaya,75,Dipping,2026-06-19
Iloilo Terminal,Ampalaya,89,Surging,2026-06-19
Balintawak,Pechay Baguio,54,Surging,2026-06-18
Divisoria,Pechay Baguio,46,Dipping,2026-06-18
Mega Q-Mart,Pechay Baguio,68,Surging,2026-06-18
Muntinlupa,Pechay Baguio,54,Dipping,2026-06-18
Cebu Carbon,Pechay Baguio,63,Rising,2026-06-18
Baguio Public,Pechay Baguio,68,Surging,2026-06-18
Davao Bankerohan,Pechay Baguio,63,Rising,2026-06-18
Iloilo Terminal,Pechay Baguio,67,Surging,2026-06-18
Balintawak,Cabbage (Scorpio),38,Dipping,2026-06-18
Divisoria,Cabbage (Scorpio),44,Surging,2026-06-18
Mega Q-Mart,Cabbage (Scorpio),49,Stable,2026-06-18
Muntinlupa,Cabbage (Scorpio),55,Surging,2026-06-18
Cebu Carbon,Cabbage (Scorpio),52,Rising,2026-06-18
Baguio Public,Cabbage (Scorpio),52,Rising,2026-06-18
Davao Bankerohan,Cabbage (Scorpio),48,Stable,2026-06-18
Iloilo Terminal,Cabbage (Scorpio),46,Dipping,2026-06-18
Balintawak,Carrots,94,Surging,2026-06-18
Divisoria,Carrots,82,Stable,2026-06-18
Mega Q-Mart,Carrots,100,Stable,2026-06-18
Muntinlupa,Carrots,108,Rising,2026-06-18
Cebu Carbon,Carrots,109,Rising,2026-06-18
Baguio Public,Carrots,112,Surging,2026-06-18
Davao Bankerohan,Carrots,107,Rising,2026-06-18
Iloilo Terminal,Carrots,95,Dipping,2026-06-18
Balintawak,Broccoli,136,Stable,2026-06-18
Divisoria,Broccoli,124,Dipping,2026-06-18
Mega Q-Mart,Broccoli,174,Rising,2026-06-18
Muntinlupa,Broccoli,162,Stable,2026-06-18
Cebu Carbon,Broccoli,150,Dipping,2026-06-18
Baguio Public,Broccoli,169,Rising,2026-06-18
Davao Bankerohan,Broccoli,170,Rising,2026-06-18
Iloilo Terminal,Broccoli,149,Dipping,2026-06-18
Balintawak,Tomato,61,Dipping,2026-06-18
Divisoria,Tomato,76,Surging,2026-06-18
Mega Q-Mart,Tomato,93,Surging,2026-06-18
Muntinlupa,Tomato,90,Surging,2026-06-18
Cebu Carbon,Tomato,93,Surging,2026-06-18
Baguio Public,Tomato,74,Dipping,2026-06-18
Davao Bankerohan,Tomato,77,Dipping,2026-06-18
Iloilo Terminal,Tomato,92,Surging,2026-06-18
Balintawak,White Potato,86,Surging,2026-06-18
Divisoria,White Potato,75,Stable,2026-06-18
Mega Q-Mart,White Potato,103,Surging,2026-06-18
Muntinlupa,White Potato,102,Surging,2026-06-18
Cebu Carbon,White Potato,96,Rising,2026-06-18
Baguio Public,White Potato,88,Stable,2026-06-18
Davao Bankerohan,White Potato,93,Stable,2026-06-18
Iloilo Terminal,White Potato,106,Surging,2026-06-18
Balintawak,Bell Pepper (Green),161,Rising,2026-06-18
Divisoria,Bell Pepper (Green),167,Surging,2026-06-18
Mega Q-Mart,Bell Pepper (Green),174,Dipping,2026-06-18
Muntinlupa,Bell Pepper (Green),183,Stable,2026-06-18
Cebu Carbon,Bell Pepper (Green),184,Stable,2026-06-18
Baguio Public,Bell Pepper (Green),208,Surging,2026-06-18
Davao Bankerohan,Bell Pepper (Green),181,Stable,2026-06-18
Iloilo Terminal,Bell Pepper (Green),178,Stable,2026-06-18
Balintawak,Cauliflower,139,Surging,2026-06-18
Divisoria,Cauliflower,117,Dipping,2026-06-18
Mega Q-Mart,Cauliflower,163,Rising,2026-06-18
Muntinlupa,Cauliflower,169,Surging,2026-06-18
Cebu Carbon,Cauliflower,144,Dipping,2026-06-18
Baguio Public,Cauliflower,170,Surging,2026-06-18
Davao Bankerohan,Cauliflower,159,Rising,2026-06-18
Iloilo Terminal,Cauliflower,139,Dipping,2026-06-18
Balintawak,Lettuce (Romaine),105,Rising,2026-06-18
Divisoria,Lettuce (Romaine),99,Stable,2026-06-18
Mega Q-Mart,Lettuce (Romaine),133,Surging,2026-06-18
Muntinlupa,Lettuce (Romaine),128,Rising,2026-06-18
Cebu Carbon,Lettuce (Romaine),127,Rising,2026-06-18
Baguio Public,Lettuce (Romaine),129,Rising,2026-06-18
Davao Bankerohan,Lettuce (Romaine),124,Rising,2026-06-18
Iloilo Terminal,Lettuce (Romaine),114,Dipping,2026-06-18
Balintawak,Mango (Carabao),104,Stable,2026-06-18
Divisoria,Mango (Carabao),100,Dipping,2026-06-18
Mega Q-Mart,Mango (Carabao),130,Stable,2026-06-18
Muntinlupa,Mango (Carabao),132,Stable,2026-06-18
Cebu Carbon,Mango (Carabao),124,Dipping,2026-06-18
Baguio Public,Mango (Carabao),137,Rising,2026-06-18
Davao Bankerohan,Mango (Carabao),132,Stable,2026-06-18
Iloilo Terminal,Mango (Carabao),140,Rising,2026-06-18
Balintawak,Rice (Well Milled),45,Stable,2026-06-18
Divisoria,Rice (Well Milled),51,Surging,2026-06-18
Mega Q-Mart,Rice (Well Milled),52,Dipping,2026-06-18
Muntinlupa,Rice (Well Milled),55,Stable,2026-06-18
Cebu Carbon,Rice (Well Milled),62,Surging,2026-06-18
Baguio Public,Rice (Well Milled),54,Stable,2026-06-18
Davao Bankerohan,Rice (Well Milled),53,Dipping,2026-06-18
Iloilo Terminal,Rice (Well Milled),59,Rising,2026-06-18
Balintawak,Eggplant,58,Surging,2026-06-18
Divisoria,Eggplant,50,Dipping,2026-06-18
Mega Q-Mart,Eggplant,75,Surging,2026-06-18
Muntinlupa,Eggplant,65,Stable,2026-06-18
Cebu Carbon,Eggplant,68,Rising,2026-06-18
Baguio Public,Eggplant,62,Stable,2026-06-18
Davao Bankerohan,Eggplant,74,Surging,2026-06-18
Iloilo Terminal,Eggplant,64,Stable,2026-06-18
Balintawak,Squash,34,Stable,2026-06-18
Divisoria,Squash,33,Dipping,2026-06-18
Mega Q-Mart,Squash,47,Surging,2026-06-18
Muntinlupa,Squash,45,Rising,2026-06-18
Cebu Carbon,Squash,48,Surging,2026-06-18
Baguio Public,Squash,48,Surging,2026-06-18
Davao Bankerohan,Squash,43,Stable,2026-06-18
Iloilo Terminal,Squash,43,Stable,2026-06-18
Balintawak,Ampalaya,61,Dipping,2026-06-18
Divisoria,Ampalaya,65,Stable,2026-06-18
Mega Q-Mart,Ampalaya,92,Surging,2026-06-18
Muntinlupa,Ampalaya,90,Surging,2026-06-18
Cebu Carbon,Ampalaya,80,Stable,2026-06-18
Baguio Public,Ampalaya,82,Stable,2026-06-18
Davao Bankerohan,Ampalaya,85,Rising,2026-06-18
Iloilo Terminal,Ampalaya,74,Dipping,2026-06-18
Balintawak,Pechay Baguio,49,Stable,2026-06-17
Divisoria,Pechay Baguio,56,Surging,2026-06-17
Mega Q-Mart,Pechay Baguio,59,Stable,2026-06-17
Muntinlupa,Pechay Baguio,55,Dipping,2026-06-17
Cebu Carbon,Pechay Baguio,57,Stable,2026-06-17
Baguio Public,Pechay Baguio,61,Rising,2026-06-17
Davao Bankerohan,Pechay Baguio,54,Dipping,2026-06-17
Iloilo Terminal,Pechay Baguio,69,Surging,2026-06-17
Balintawak,Cabbage (Scorpio),42,Rising,2026-06-17
Divisoria,Cabbage (Scorpio),40,Stable,2026-06-17
Mega Q-Mart,Cabbage (Scorpio),56,Surging,2026-06-17
Muntinlupa,Cabbage (Scorpio),54,Surging,2026-06-17
Cebu Carbon,Cabbage (Scorpio),51,Rising,2026-06-17
Baguio Public,Cabbage (Scorpio),47,Stable,2026-06-17
Davao Bankerohan,Cabbage (Scorpio),45,Dipping,2026-06-17
Iloilo Terminal,Cabbage (Scorpio),44,Dipping,2026-06-17
Balintawak,Carrots,91,Rising,2026-06-17
Divisoria,Carrots,82,Stable,2026-06-17
Mega Q-Mart,Carrots,115,Surging,2026-06-17
Muntinlupa,Carrots,113,Surging,2026-06-17
Cebu Carbon,Carrots,96,Dipping,2026-06-17
Baguio Public,Carrots,104,Stable,2026-06-17
Davao Bankerohan,Carrots,107,Rising,2026-06-17
Iloilo Terminal,Carrots,106,Rising,2026-06-17
Balintawak,Broccoli,150,Surging,2026-06-17
Divisoria,Broccoli,135,Stable,2026-06-17
Mega Q-Mart,Broccoli,177,Rising,2026-06-17
Muntinlupa,Broccoli,173,Rising,2026-06-17
Cebu Carbon,Broccoli,157,Stable,2026-06-17
Baguio Public,Broccoli,156,Dipping,2026-06-17
Davao Bankerohan,Broccoli,182,Surging,2026-06-17
Iloilo Terminal,Broccoli,170,Rising,2026-06-17
Balintawak,Tomato,70,Rising,2026-06-17
Divisoria,Tomato,62,Dipping,2026-06-17
Mega Q-Mart,Tomato,94,Surging,2026-06-17
Muntinlupa,Tomato,91,Surging,2026-06-17
Cebu Carbon,Tomato,81,Stable,2026-06-17
Baguio Public,Tomato,90,Surging,2026-06-17
Davao Bankerohan,Tomato,79,Stable,2026-06-17
Iloilo Terminal,Tomato,76,Dipping,2026-06-17
Balintawak,White Potato,86,Surging,2026-06-17
Divisoria,White Potato,82,Rising,2026-06-17
Mega Q-Mart,White Potato,88,Dipping,2026-06-17
Muntinlupa,White Potato,104,Surging,2026-06-17
Cebu Carbon,White Potato,87,Dipping,2026-06-17
Baguio Public,White Potato,99,Rising,2026-06-17
Davao Bankerohan,White Potato,89,Stable,2026-06-17
Iloilo Terminal,White Potato,105,Surging,2026-06-17
Balintawak,Bell Pepper (Green),142,Dipping,2026-06-17
Divisoria,Bell Pepper (Green),156,Rising,2026-06-17
Mega Q-Mart,Bell Pepper (Green),183,Stable,2026-06-17
Muntinlupa,Bell Pepper (Green),181,Stable,2026-06-17
Cebu Carbon,Bell Pepper (Green),170,Dipping,2026-06-17
Baguio Public,Bell Pepper (Green),202,Surging,2026-06-17
Davao Bankerohan,Bell Pepper (Green),169,Dipping,2026-06-17
Iloilo Terminal,Bell Pepper (Green),170,Dipping,2026-06-17
Balintawak,Cauliflower,118,Dipping,2026-06-17
Divisoria,Cauliflower,130,Rising,2026-06-17
Mega Q-Mart,Cauliflower,146,Dipping,2026-06-17
Muntinlupa,Cauliflower,166,Surging,2026-06-17
Cebu Carbon,Cauliflower,148,Stable,2026-06-17
Baguio Public,Cauliflower,145,Dipping,2026-06-17
Davao Bankerohan,Cauliflower,165,Rising,2026-06-17
Iloilo Terminal,Cauliflower,163,Rising,2026-06-17
Balintawak,Lettuce (Romaine),96,Stable,2026-06-17
Divisoria,Lettuce (Romaine),107,Surging,2026-06-17
Mega Q-Mart,Lettuce (Romaine),132,Surging,2026-06-17
Muntinlupa,Lettuce (Romaine),117,Stable,2026-06-17
Cebu Carbon,Lettuce (Romaine),120,Stable,2026-06-17
Baguio Public,Lettuce (Romaine),113,Dipping,2026-06-17
Davao Bankerohan,Lettuce (Romaine),115,Stable,2026-06-17
Iloilo Terminal,Lettuce (Romaine),127,Rising,2026-06-17
Balintawak,Mango (Carabao),112,Rising,2026-06-17
Divisoria,Mango (Carabao),113,Rising,2026-06-17
Mega Q-Mart,Mango (Carabao),128,Stable,2026-06-17
Muntinlupa,Mango (Carabao),124,Dipping,2026-06-17
Cebu Carbon,Mango (Carabao),139,Rising,2026-06-17
Baguio Public,Mango (Carabao),124,Dipping,2026-06-17
Davao Bankerohan,Mango (Carabao),136,Rising,2026-06-17
Iloilo Terminal,Mango (Carabao),145,Surging,2026-06-17
Balintawak,Rice (Well Milled),46,Stable,2026-06-17
Divisoria,Rice (Well Milled),45,Stable,2026-06-17
Mega Q-Mart,Rice (Well Milled),62,Surging,2026-06-17
Muntinlupa,Rice (Well Milled),52,Dipping,2026-06-17
Cebu Carbon,Rice (Well Milled),65,Surging,2026-06-17
Baguio Public,Rice (Well Milled),64,Surging,2026-06-17
Davao Bankerohan,Rice (Well Milled),55,Stable,2026-06-17
Iloilo Terminal,Rice (Well Milled),53,Dipping,2026-06-17
Balintawak,Eggplant,55,Rising,2026-06-17
Divisoria,Eggplant,52,Stable,2026-06-17
Mega Q-Mart,Eggplant,70,Rising,2026-06-17
Muntinlupa,Eggplant,73,Surging,2026-06-17
Cebu Carbon,Eggplant,73,Surging,2026-06-17
Baguio Public,Eggplant,75,Surging,2026-06-17
Davao Bankerohan,Eggplant,61,Dipping,2026-06-17
Iloilo Terminal,Eggplant,71,Surging,2026-06-17
Balintawak,Squash,40,Surging,2026-06-17
Divisoria,Squash,33,Dipping,2026-06-17
Mega Q-Mart,Squash,47,Rising,2026-06-17
Muntinlupa,Squash,43,Stable,2026-06-17
Cebu Carbon,Squash,49,Surging,2026-06-17
Baguio Public,Squash,49,Surging,2026-06-17
Davao Bankerohan,Squash,47,Rising,2026-06-17
Iloilo Terminal,Squash,42,Stable,2026-06-17
Balintawak,Ampalaya,76,Surging,2026-06-17
Divisoria,Ampalaya,68,Stable,2026-06-17
Mega Q-Mart,Ampalaya,75,Dipping,2026-06-17
Muntinlupa,Ampalaya,79,Stable,2026-06-17
Cebu Carbon,Ampalaya,91,Surging,2026-06-17
Baguio Public,Ampalaya,82,Stable,2026-06-17
Davao Bankerohan,Ampalaya,77,Dipping,2026-06-17
Iloilo Terminal,Ampalaya,78,Stable,2026-06-17
Balintawak,Pechay Baguio,50,Stable,2026-06-16
Divisoria,Pechay Baguio,56,Surging,2026-06-16
Mega Q-Mart,Pechay Baguio,66,Surging,2026-06-16
Muntinlupa,Pechay Baguio,65,Surging,2026-06-16
Cebu Carbon,Pechay Baguio,67,Surging,2026-06-16
Baguio Public,Pechay Baguio,68,Surging,2026-06-16
Davao Bankerohan,Pechay Baguio,59,Stable,2026-06-16
Iloilo Terminal,Pechay Baguio,55,Dipping,2026-06-16
Balintawak,Cabbage (Scorpio),43,Rising,2026-06-16
Divisoria,Cabbage (Scorpio),43,Rising,2026-06-16
Mega Q-Mart,Cabbage (Scorpio),47,Stable,2026-06-16
Muntinlupa,Cabbage (Scorpio),45,Dipping,2026-06-16
Cebu Carbon,Cabbage (Scorpio),44,Dipping,2026-06-16
Baguio Public,Cabbage (Scorpio),44,Dipping,2026-06-16
Davao Bankerohan,Cabbage (Scorpio),46,Dipping,2026-06-16
Iloilo Terminal,Cabbage (Scorpio),51,Rising,2026-06-16
Balintawak,Carrots,83,Stable,2026-06-16
Divisoria,Carrots,88,Rising,2026-06-16
Mega Q-Mart,Carrots,102,Stable,2026-06-16
Muntinlupa,Carrots,109,Rising,2026-06-16
Cebu Carbon,Carrots,103,Stable,2026-06-16
Baguio Public,Carrots,113,Surging,2026-06-16
Davao Bankerohan,Carrots,114,Surging,2026-06-16
Iloilo Terminal,Carrots,97,Dipping,2026-06-16
Balintawak,Broccoli,154,Surging,2026-06-16
Divisoria,Broccoli,132,Stable,2026-06-16
Mega Q-Mart,Broccoli,160,Stable,2026-06-16
Muntinlupa,Broccoli,149,Dipping,2026-06-16
Cebu Carbon,Broccoli,155,Dipping,2026-06-16
Baguio Public,Broccoli,151,Dipping,2026-06-16
Davao Bankerohan,Broccoli,182,Surging,2026-06-16
Iloilo Terminal,Broccoli,163,Stable,2026-06-16
Balintawak,Tomato,77,Surging,2026-06-16
Divisoria,Tomato,64,Stable,2026-06-16
Mega Q-Mart,Tomato,80,Stable,2026-06-16
Muntinlupa,Tomato,86,Rising,2026-06-16
Cebu Carbon,Tomato,79,Stable,2026-06-16
Baguio Public,Tomato,87,Rising,2026-06-16
Davao Bankerohan,Tomato,85,Rising,2026-06-16
Iloilo Terminal,Tomato,75,Dipping,2026-06-16
Balintawak,White Potato,77,Stable,2026-06-16
Divisoria,White Potato,85,Surging,2026-06-16
Mega Q-Mart,White Potato,102,Surging,2026-06-16
Muntinlupa,White Potato,105,Surging,2026-06-16
Cebu Carbon,White Potato,97,Rising,2026-06-16
Baguio Public,White Potato,106,Surging,2026-06-16
Davao Bankerohan,White Potato,99,Rising,2026-06-16
Iloilo Terminal,White Potato,90,Stable,2026-06-16
Balintawak,Bell Pepper (Green),141,Dipping,2026-06-16
Divisoria,Bell Pepper (Green),153,Stable,2026-06-16
Mega Q-Mart,Bell Pepper (Green),203,Surging,2026-06-16
Muntinlupa,Bell Pepper (Green),214,Surging,2026-06-16
Cebu Carbon,Bell Pepper (Green),205,Surging,2026-06-16
Baguio Public,Bell Pepper (Green),170,Dipping,2026-06-16
Davao Bankerohan,Bell Pepper (Green),211,Surging,2026-06-16
Iloilo Terminal,Bell Pepper (Green),194,Rising,2026-06-16
Balintawak,Cauliflower,125,Stable,2026-06-16
Divisoria,Cauliflower,116,Dipping,2026-06-16
Mega Q-Mart,Cauliflower,139,Dipping,2026-06-16
Muntinlupa,Cauliflower,157,Rising,2026-06-16
Cebu Carbon,Cauliflower,172,Surging,2026-06-16
Baguio Public,Cauliflower,163,Rising,2026-06-16
Davao Bankerohan,Cauliflower,174,Surging,2026-06-16
Iloilo Terminal,Cauliflower,173,Surging,2026-06-16
Balintawak,Lettuce (Romaine),106,Rising,2026-06-16
Divisoria,Lettuce (Romaine),99,Stable,2026-06-16
Mega Q-Mart,Lettuce (Romaine),118,Stable,2026-06-16
Muntinlupa,Lettuce (Romaine),132,Surging,2026-06-16
Cebu Carbon,Lettuce (Romaine),120,Stable,2026-06-16
Baguio Public,Lettuce (Romaine),117,Stable,2026-06-16
Davao Bankerohan,Lettuce (Romaine),133,Surging,2026-06-16
Iloilo Terminal,Lettuce (Romaine),123,Stable,2026-06-16
Balintawak,Mango (Carabao),107,Stable,2026-06-16
Divisoria,Mango (Carabao),108,Stable,2026-06-16
Mega Q-Mart,Mango (Carabao),140,Rising,2026-06-16
Muntinlupa,Mango (Carabao),143,Surging,2026-06-16
Cebu Carbon,Mango (Carabao),123,Dipping,2026-06-16
Baguio Public,Mango (Carabao),122,Dipping,2026-06-16
Davao Bankerohan,Mango (Carabao),146,Surging,2026-06-16
Iloilo Terminal,Mango (Carabao),126,Stable,2026-06-16
Balintawak,Rice (Well Milled),47,Stable,2026-06-16
Divisoria,Rice (Well Milled),49,Rising,2026-06-16
Mega Q-Mart,Rice (Well Milled),55,Stable,2026-06-16
Muntinlupa,Rice (Well Milled),60,Rising,2026-06-16
Cebu Carbon,Rice (Well Milled),58,Stable,2026-06-16
Baguio Public,Rice (Well Milled),65,Surging,2026-06-16
Davao Bankerohan,Rice (Well Milled),58,Rising,2026-06-16
Iloilo Terminal,Rice (Well Milled),56,Stable,2026-06-16
Balintawak,Eggplant,57,Rising,2026-06-16
Divisoria,Eggplant,57,Rising,2026-06-16
Mega Q-Mart,Eggplant,61,Dipping,2026-06-16
Muntinlupa,Eggplant,73,Surging,2026-06-16
Cebu Carbon,Eggplant,59,Dipping,2026-06-16
Baguio Public,Eggplant,69,Rising,2026-06-16
Davao Bankerohan,Eggplant,70,Rising,2026-06-16
Iloilo Terminal,Eggplant,68,Rising,2026-06-16
Balintawak,Squash,40,Surging,2026-06-16
Divisoria,Squash,40,Surging,2026-06-16
Mega Q-Mart,Squash,40,Dipping,2026-06-16
Muntinlupa,Squash,40,Dipping,2026-06-16
Cebu Carbon,Squash,43,Stable,2026-06-16
Baguio Public,Squash,41,Dipping,2026-06-16
Davao Bankerohan,Squash,43,Stable,2026-06-16
Iloilo Terminal,Squash,45,Rising,2026-06-16
Balintawak,Ampalaya,76,Surging,2026-06-16
Divisoria,Ampalaya,64,Stable,2026-06-16
Mega Q-Mart,Ampalaya,84,Rising,2026-06-16
Muntinlupa,Ampalaya,91,Surging,2026-06-16
Cebu Carbon,Ampalaya,87,Rising,2026-06-16
Baguio Public,Ampalaya,77,Dipping,2026-06-16
Davao Bankerohan,Ampalaya,91,Surging,2026-06-16
Iloilo Terminal,Ampalaya,81,Stable,2026-06-16
Balintawak,Pechay Baguio,49,Stable,2026-06-15
Divisoria,Pechay Baguio,45,Dipping,2026-06-15
Mega Q-Mart,Pechay Baguio,56,Dipping,2026-06-15
Muntinlupa,Pechay Baguio,58,Stable,2026-06-15
Cebu Carbon,Pechay Baguio,63,Rising,2026-06-15
Baguio Public,Pechay Baguio,55,Dipping,2026-06-15
Davao Bankerohan,Pechay Baguio,56,Dipping,2026-06-15
Iloilo Terminal,Pechay Baguio,61,Stable,2026-06-15
Balintawak,Cabbage (Scorpio),37,Dipping,2026-06-15
Divisoria,Cabbage (Scorpio),38,Stable,2026-06-15
Mega Q-Mart,Cabbage (Scorpio),45,Dipping,2026-06-15
Muntinlupa,Cabbage (Scorpio),50,Rising,2026-06-15
Cebu Carbon,Cabbage (Scorpio),44,Dipping,2026-06-15
Baguio Public,Cabbage (Scorpio),52,Rising,2026-06-15
Davao Bankerohan,Cabbage (Scorpio),54,Surging,2026-06-15
Iloilo Terminal,Cabbage (Scorpio),47,Stable,2026-06-15
Balintawak,Carrots,83,Stable,2026-06-15
Divisoria,Carrots,77,Dipping,2026-06-15
Mega Q-Mart,Carrots,119,Surging,2026-06-15
Muntinlupa,Carrots,114,Surging,2026-06-15
Cebu Carbon,Carrots,110,Rising,2026-06-15
Baguio Public,Carrots,118,Surging,2026-06-15
Davao Bankerohan,Carrots,116,Surging,2026-06-15
Iloilo Terminal,Carrots,109,Rising,2026-06-15
Balintawak,Broccoli,150,Surging,2026-06-15
Divisoria,Broccoli,133,Stable,2026-06-15
Mega Q-Mart,Broccoli,181,Surging,2026-06-15
Muntinlupa,Broccoli,154,Dipping,2026-06-15
Cebu Carbon,Broccoli,171,Rising,2026-06-15
Baguio Public,Broccoli,187,Surging,2026-06-15
Davao Bankerohan,Broccoli,167,Stable,2026-06-15
Iloilo Terminal,Broccoli,158,Stable,2026-06-15
Balintawak,Tomato,61,Dipping,2026-06-15
Divisoria,Tomato,67,Stable,2026-06-15
Mega Q-Mart,Tomato,78,Stable,2026-06-15
Muntinlupa,Tomato,85,Rising,2026-06-15
Cebu Carbon,Tomato,86,Rising,2026-06-15
Baguio Public,Tomato,80,Stable,2026-06-15
Davao Bankerohan,Tomato,90,Surging,2026-06-15
Iloilo Terminal,Tomato,78,Stable,2026-06-15
Balintawak,White Potato,79,Rising,2026-06-15
Divisoria,White Potato,75,Stable,2026-06-15
Mega Q-Mart,White Potato,95,Rising,2026-06-15
Muntinlupa,White Potato,88,Stable,2026-06-15
Cebu Carbon,White Potato,105,Surging,2026-06-15
Baguio Public,White Potato,89,Stable,2026-06-15
Davao Bankerohan,White Potato,107,Surging,2026-06-15
Iloilo Terminal,White Potato,84,Dipping,2026-06-15
Balintawak,Bell Pepper (Green),174,Surging,2026-06-15
Divisoria,Bell Pepper (Green),161,Rising,2026-06-15
Mega Q-Mart,Bell Pepper (Green),188,Stable,2026-06-15
Muntinlupa,Bell Pepper (Green),178,Stable,2026-06-15
Cebu Carbon,Bell Pepper (Green),178,Stable,2026-06-15
Baguio Public,Bell Pepper (Green),177,Dipping,2026-06-15
Davao Bankerohan,Bell Pepper (Green),180,Stable,2026-06-15
Iloilo Terminal,Bell Pepper (Green),179,Stable,2026-06-15
Balintawak,Cauliflower,122,Stable,2026-06-15
Divisoria,Cauliflower,122,Stable,2026-06-15
Mega Q-Mart,Cauliflower,159,Rising,2026-06-15
Muntinlupa,Cauliflower,144,Dipping,2026-06-15
Cebu Carbon,Cauliflower,162,Rising,2026-06-15
Baguio Public,Cauliflower,154,Stable,2026-06-15
Davao Bankerohan,Cauliflower,161,Rising,2026-06-15
Iloilo Terminal,Cauliflower,165,Rising,2026-06-15
Balintawak,Lettuce (Romaine),103,Rising,2026-06-15
Divisoria,Lettuce (Romaine),113,Surging,2026-06-15
Mega Q-Mart,Lettuce (Romaine),125,Rising,2026-06-15
Muntinlupa,Lettuce (Romaine),124,Rising,2026-06-15
Cebu Carbon,Lettuce (Romaine),120,Stable,2026-06-15
Baguio Public,Lettuce (Romaine),126,Rising,2026-06-15
Davao Bankerohan,Lettuce (Romaine),110,Dipping,2026-06-15
Iloilo Terminal,Lettuce (Romaine),117,Stable,2026-06-15
Balintawak,Mango (Carabao),98,Dipping,2026-06-15
Divisoria,Mango (Carabao),98,Dipping,2026-06-15
Mega Q-Mart,Mango (Carabao),145,Surging,2026-06-15
